@relation feature
@attribute priority numeric
@attribute kingdom numeric
@attribute issue_num_method numeric
@attribute issue_num_class numeric
@attribute start_line numeric
@attribute line_length numeric
@attribute pattern_likelihood numeric
@attribute for_count numeric
@attribute label {0,1}
@data
